CaseID,Activity,Resource,Start Timestamp,Complete Timestamp,Variant,Role
827,Settle conditions with supplier,Magdalena Predutta,2011/05/11 14:05:00.000,2011/05/12 02:18:00.000,Variant 6,Purchasing Agent
827,Create Purchase Order,Karel de Groot,2011/05/12 12:48:00.000,2011/05/12 12:55:00.000,Variant 6,Purchasing Agent
827,Confirm Purchase Order,Kiu Kan,2011/05/12 23:59:00.000,2011/05/13 00:30:00.000,Variant 6,Supplier
827,Deliver Goods Services,Karen Clarens,2011/05/13 14:45:00.000,2011/05/13 18:17:00.000,Variant 6,Supplier
827,Release Purchase Order,Esmana Liubiata,2011/05/14 02:07:00.000,2011/05/14 02:08:00.000,Variant 6,Requester
827,Approve Purchase Order for payment,Francois de Perrier,2011/05/14 12:44:00.000,2011/05/14 12:45:00.000,Variant 6,Purchasing Agent
827,Send invoice,Karen Clarens,2011/05/16 19:48:00.000,2011/05/16 19:48:00.000,Variant 6,Supplier
827,Release Supplier's Invoice,Karalda Nimwada,2011/05/17 10:06:00.000,2011/05/17 10:10:00.000,Variant 6,Financial Manager
827,Authorize Supplier's Invoice payment,Pedro Alvares,2011/05/17 10:10:00.000,2011/05/17 10:10:00.000,Variant 6,Financial Manager
827,Pay invoice,Karalda Nimwada,2011/05/17 10:54:00.000,2011/05/17 11:00:00.000,Variant 6,Financial Manager
827,End,End,2011/05/17 11:00:00.000,2011/05/17 11:00:00.000,Variant 6,End
826,Create Purchase Requisition,Clement Duchot,2011/05/02 06:39:00.000,2011/05/02 07:30:00.000,Variant 28,Requester
826,Analyze Purchase Requisition,Maris Freeman,2011/05/03 07:47:00.000,2011/05/03 07:51:00.000,Variant 28,Requester Manager
826,Create Request for Quotation Requester Manager,Maris Freeman,2011/05/03 07:58:00.000,2011/05/03 08:00:00.000,Variant 28,Requester Manager
826,Analyze Request for Quotation,Magdalena Predutta,2011/05/12 20:21:00.000,2011/05/12 20:43:00.000,Variant 28,Purchasing Agent
826,Amend Request for Quotation Requester,Clement Duchot,2011/05/12 21:36:00.000,2011/05/12 21:46:00.000,Variant 28,Requester Manager
826,Analyze Request for Quotation,Magdalena Predutta,2011/07/05 19:49:00.000,2011/07/05 19:59:00.000,Variant 28,Purchasing Agent
826,Amend Request for Quotation Requester,Fjodor Kowalski,2011/07/05 20:41:00.000,2011/07/05 20:46:00.000,Variant 28,Requester Manager
826,Analyze Request for Quotation,Karel de Groot,2011/07/21 15:09:00.000,2011/07/21 15:27:00.000,Variant 28,Purchasing Agent
826,Send Request for Quotation to Supplier,Magdalena Predutta,2011/07/22 04:46:00.000,2011/07/22 05:08:00.000,Variant 28,Purchasing Agent
826,Create Quotation comparison Map,Francois de Perrier,2011/07/22 09:07:00.000,2011/07/22 11:35:00.000,Variant 28,Purchasing Agent
826,Analyze Quotation comparison Map,Anna Kaufmann,2011/07/22 18:27:00.000,2011/07/22 18:54:00.000,Variant 28,Requester
826,Choose best option,Fjodor Kowalski,2011/07/22 18:54:00.000,2011/07/22 18:54:00.000,Variant 28,Requester
826,Settle conditions with supplier,Magdalena Predutta,2011/07/23 08:00:00.000,2011/07/23 22:28:00.000,Variant 28,Purchasing Agent
826,Create Purchase Order,Magdalena Predutta,2011/07/24 01:00:00.000,2011/07/24 01:10:00.000,Variant 28,Purchasing Agent
826,Confirm Purchase Order,Carmen Finacse,2011/07/24 13:16:00.000,2011/07/24 13:23:00.000,Variant 28,Supplier
826,Deliver Goods Services,Carmen Finacse,2011/07/26 02:05:00.000,2011/07/27 18:10:00.000,Variant 28,Supplier
826,Release Purchase Order,Esmana Liubiata,2011/07/28 01:23:00.000,2011/07/28 01:24:00.000,Variant 28,Requester
826,Settle dispute with supplier Purchasing Agent,Francois de Perrier,2011/07/28 04:07:00.000,2011/07/28 13:07:00.000,Variant 28,Purchasing Agent
826,Release Purchase Order,Anne Olwada,2011/07/28 20:37:00.000,2011/07/28 20:38:00.000,Variant 28,Requester
826,Approve Purchase Order for payment,Karel de Groot,2011/07/29 06:32:00.000,2011/07/29 06:33:00.000,Variant 28,Purchasing Agent
826,Send invoice,Sean Manney,2011/07/31 16:11:00.000,2011/07/31 16:11:00.000,Variant 28,Supplier
826,Release Supplier's Invoice,Karalda Nimwada,2011/08/01 06:23:00.000,2011/08/01 06:30:00.000,Variant 28,Financial Manager
826,Authorize Supplier's Invoice payment,Pedro Alvares,2011/08/01 06:30:00.000,2011/08/01 06:30:00.000,Variant 28,Financial Manager
826,Pay invoice,Karalda Nimwada,2011/08/01 07:31:00.000,2011/08/01 07:44:00.000,Variant 28,Financial Manager
826,End,End,2011/08/01 07:44:00.000,2011/08/01 07:44:00.000,Variant 28,End
822,Create Purchase Requisition,Fjodor Kowalski,2011/05/01 12:41:00.000,2011/05/01 12:52:00.000,Variant 3,Requester
822,Analyze Purchase Requisition,Maris Freeman,2011/05/02 08:33:00.000,2011/05/02 08:40:00.000,Variant 3,Requester Manager
822,End,End,2011/05/02 08:40:00.000,2011/05/02 08:40:00.000,Variant 3,End
1018,Create Purchase Requisition,Penn Osterwalder,2011/05/28 13:39:00.000,2011/05/28 14:16:00.000,Variant 58,Requester
1018,Create Request for Quotation Requester,Nico Ojenbeer,2011/05/28 17:49:00.000,2011/05/28 17:55:00.000,Variant 58,Requester
1018,Analyze Request for Quotation,Francois de Perrier,2011/06/03 01:21:00.000,2011/06/03 02:00:00.000,Variant 58,Purchasing Agent
1018,Amend Request for Quotation Requester Manager,Maris Freeman,2011/06/03 17:45:00.000,2011/06/03 18:07:00.000,Variant 58,Requester Manager
1018,Analyze Request for Quotation,Francois de Perrier,2011/06/06 15:08:00.000,2011/06/06 15:16:00.000,Variant 58,Purchasing Agent
1018,Amend Request for Quotation Requester,Christian Francois,2011/06/06 16:02:00.000,2011/06/06 16:11:00.000,Variant 58,Requester Manager
1018,Analyze Request for Quotation,Francois de Perrier,2011/07/02 11:56:00.000,2011/07/02 12:12:00.000,Variant 58,Purchasing Agent
1018,Amend Request for Quotation Requester Manager,Heinz Gutschmidt,2011/07/03 04:04:00.000,2011/07/03 04:20:00.000,Variant 58,Requester Manager
1018,Analyze Request for Quotation,Magdalena Predutta,2011/08/07 20:44:00.000,2011/08/07 21:19:00.000,Variant 58,Purchasing Agent
1018,Send Request for Quotation to Supplier,Magdalena Predutta,2011/08/08 02:48:00.000,2011/08/08 03:10:00.000,Variant 58,Purchasing Agent
1018,Create Quotation comparison Map,Karel de Groot,2011/08/08 03:21:00.000,2011/08/08 07:33:00.000,Variant 58,Purchasing Agent
1018,Analyze Quotation comparison Map,Miu Hanwan,2011/08/08 13:54:00.000,2011/08/08 14:21:00.000,Variant 58,Requester
1018,Choose best option,Anne Olwada,2011/08/08 14:21:00.000,2011/08/08 14:21:00.000,Variant 58,Requester
1018,Settle conditions with supplier,Francois de Perrier,2011/08/09 05:28:00.000,2011/08/09 17:32:00.000,Variant 58,Purchasing Agent
1018,Create Purchase Order,Magdalena Predutta,2011/08/09 23:46:00.000,2011/08/09 23:57:00.000,Variant 58,Purchasing Agent
1018,Confirm Purchase Order,Kiu Kan,2011/08/10 06:16:00.000,2011/08/10 06:36:00.000,Variant 58,Supplier
1018,Deliver Goods Services,Karen Clarens,2011/08/11 18:54:00.000,2011/08/13 05:59:00.000,Variant 58,Supplier
1018,Release Purchase Order,Anne Olwada,2011/08/13 13:01:00.000,2011/08/13 13:02:00.000,Variant 58,Requester
1018,Approve Purchase Order for payment,Magdalena Predutta,2011/08/13 21:31:00.000,2011/08/13 21:32:00.000,Variant 58,Purchasing Agent
1018,Send invoice,Sean Manney,2011/08/16 23:07:00.000,2011/08/16 23:07:00.000,Variant 58,Supplier
1018,Release Supplier's Invoice,Pedro Alvares,2011/08/17 13:28:00.000,2011/08/17 13:31:00.000,Variant 58,Financial Manager
1018,Authorize Supplier's Invoice payment,Karalda Nimwada,2011/08/17 13:31:00.000,2011/08/17 13:31:00.000,Variant 58,Financial Manager
1018,Pay invoice,Karalda Nimwada,2011/08/17 14:32:00.000,2011/08/17 14:47:00.000,Variant 58,Financial Manager
1018,End,End,2011/08/17 14:47:00.000,2011/08/17 14:47:00.000,Variant 58,End
290,Create Purchase Requisition,Clement Duchot,2011/02/08 22:31:00.000,2011/02/08 23:14:00.000,Variant 2,Requester
290,Create Request for Quotation Requester,Alberto Duport,2011/02/09 06:59:00.000,2011/02/09 07:08:00.000,Variant 2,Requester
290,Analyze Request for Quotation,Francois de Perrier,2011/02/09 10:17:00.000,2011/02/09 10:58:00.000,Variant 2,Purchasing Agent
290,Send Request for Quotation to Supplier,Francois de Perrier,2011/02/11 12:50:00.000,2011/02/11 13:21:00.000,Variant 2,Purchasing Agent
290,Create Quotation comparison Map,Karel de Groot,2011/02/12 16:16:00.000,2011/02/12 19:39:00.000,Variant 2,Purchasing Agent
290,Analyze Quotation comparison Map,Alberto Duport,2011/02/13 01:59:00.000,2011/02/13 02:23:00.000,Variant 2,Requester
290,Choose best option,Nico Ojenbeer,2011/02/13 02:23:00.000,2011/02/13 02:23:00.000,Variant 2,Requester
290,Settle conditions with supplier,Magdalena Predutta,2011/02/13 21:25:00.000,2011/02/14 11:11:00.000,Variant 2,Purchasing Agent
290,Create Purchase Order,Karel de Groot,2011/02/14 12:07:00.000,2011/02/14 12:18:00.000,Variant 2,Purchasing Agent
290,Confirm Purchase Order,Karen Clarens,2011/02/15 12:16:00.000,2011/02/15 12:46:00.000,Variant 2,Supplier
290,Deliver Goods Services,Karen Clarens,2011/02/17 23:21:00.000,2011/02/18 08:21:00.000,Variant 2,Supplier
290,Release Purchase Order,Immanuel Karagianni,2011/02/18 15:33:00.000,2011/02/18 15:34:00.000,Variant 2,Requester
290,Approve Purchase Order for payment,Francois de Perrier,2011/02/18 23:46:00.000,2011/02/18 23:47:00.000,Variant 2,Purchasing Agent
290,Send invoice,Karen Clarens,2011/02/22 00:59:00.000,2011/02/22 00:59:00.000,Variant 2,Supplier
290,Release Supplier's Invoice,Pedro Alvares,2011/02/22 15:15:00.000,2011/02/22 15:18:00.000,Variant 2,Financial Manager
290,Authorize Supplier's Invoice payment,Pedro Alvares,2011/02/22 15:18:00.000,2011/02/22 15:18:00.000,Variant 2,Financial Manager
290,Pay invoice,Karalda Nimwada,2011/02/22 15:51:00.000,2011/02/22 15:57:00.000,Variant 2,Financial Manager
290,End,End,2011/02/22 15:57:00.000,2011/02/22 15:57:00.000,Variant 2,End
329,Create Purchase Requisition,Tesca Lobes,2011/02/14 18:47:00.000,2011/02/14 19:18:00.000,Variant 7,Requester
329,Analyze Purchase Requisition,Maris Freeman,2011/02/15 19:47:00.000,2011/02/15 19:54:00.000,Variant 7,Requester Manager
329,Create Request for Quotation Requester Manager,Maris Freeman,2011/02/15 19:57:00.000,2011/02/15 20:00:00.000,Variant 7,Requester Manager
329,Analyze Request for Quotation,Magdalena Predutta,2011/02/17 01:34:00.000,2011/02/17 01:54:00.000,Variant 7,Purchasing Agent
329,Send Request for Quotation to Supplier,Karel de Groot,2011/02/18 15:32:00.000,2011/02/18 15:56:00.000,Variant 7,Purchasing Agent
329,Create Quotation comparison Map,Karel de Groot,2011/02/19 01:11:00.000,2011/02/19 07:08:00.000,Variant 7,Purchasing Agent
329,Analyze Quotation comparison Map,Penn Osterwalder,2011/02/19 14:05:00.000,2011/02/19 14:15:00.000,Variant 7,Requester
329,Choose best option,Tesca Lobes,2011/02/19 14:15:00.000,2011/02/19 14:15:00.000,Variant 7,Requester
329,Settle conditions with supplier,Magdalena Predutta,2011/02/19 17:38:00.000,2011/02/19 21:42:00.000,Variant 7,Purchasing Agent
329,Create Purchase Order,Magdalena Predutta,2011/02/20 00:28:00.000,2011/02/20 00:36:00.000,Variant 7,Purchasing Agent
329,Confirm Purchase Order,Esmeralda Clay,2011/02/20 08:40:00.000,2011/02/20 09:10:00.000,Variant 7,Supplier
329,Deliver Goods Services,Esmeralda Clay,2011/02/22 08:48:00.000,2011/02/23 12:39:00.000,Variant 7,Supplier
329,Release Purchase Order,Anna Kaufmann,2011/02/23 19:39:00.000,2011/02/23 19:40:00.000,Variant 7,Requester
329,Approve Purchase Order for payment,Francois de Perrier,2011/02/24 06:16:00.000,2011/02/24 06:17:00.000,Variant 7,Purchasing Agent
329,Send invoice,Karen Clarens,2011/02/25 11:11:00.000,2011/02/25 11:11:00.000,Variant 7,Supplier
329,Release Supplier's Invoice,Pedro Alvares,2011/02/26 01:34:00.000,2011/02/26 01:37:00.000,Variant 7,Financial Manager
329,Settle dispute with supplier Financial Manager,Pedro Alvares,2011/02/26 02:17:00.000,2011/02/26 02:51:00.000,Variant 7,Financial Manager
329,Authorize Supplier's Invoice payment,Karalda Nimwada,2011/02/26 02:51:00.000,2011/02/26 02:51:00.000,Variant 7,Financial Manager
329,Pay invoice,Karalda Nimwada,2011/02/26 03:34:00.000,2011/02/26 03:39:00.000,Variant 7,Financial Manager
329,End,End,2011/02/26 03:39:00.000,2011/02/26 03:39:00.000,Variant 7,End
327,Create Purchase Requisition,Penn Osterwalder,2011/02/14 15:48:00.000,2011/02/14 16:33:00.000,Variant 2,Requester
327,Create Request for Quotation Requester,Kim Passa,2011/02/14 22:33:00.000,2011/02/14 22:37:00.000,Variant 2,Requester
327,Analyze Request for Quotation,Karel de Groot,2011/02/20 03:31:00.000,2011/02/20 03:51:00.000,Variant 2,Purchasing Agent
327,Send Request for Quotation to Supplier,Magdalena Predutta,2011/02/20 08:21:00.000,2011/02/20 08:37:00.000,Variant 2,Purchasing Agent
327,Create Quotation comparison Map,Magdalena Predutta,2011/02/20 08:57:00.000,2011/02/20 14:34:00.000,Variant 2,Purchasing Agent
327,Analyze Quotation comparison Map,Christian Francois,2011/02/20 21:28:00.000,2011/02/20 21:45:00.000,Variant 2,Requester
327,Choose best option,Elvira Lores,2011/02/20 21:45:00.000,2011/02/20 21:45:00.000,Variant 2,Requester
327,Settle conditions with supplier,Magdalena Predutta,2011/02/20 23:59:00.000,2011/02/21 07:34:00.000,Variant 2,Purchasing Agent
327,Create Purchase Order,Karel de Groot,2011/02/21 14:14:00.000,2011/02/21 14:21:00.000,Variant 2,Purchasing Agent
327,Confirm Purchase Order,Karen Clarens,2011/02/22 00:32:00.000,2011/02/22 00:59:00.000,Variant 2,Supplier
327,Deliver Goods Services,Karen Clarens,2011/02/24 20:39:00.000,2011/02/25 11:11:00.000,Variant 2,Supplier
327,Release Purchase Order,Clement Duchot,2011/02/25 18:27:00.000,2011/02/25 18:28:00.000,Variant 2,Requester
327,Approve Purchase Order for payment,Francois de Perrier,2011/02/26 04:24:00.000,2011/02/26 04:25:00.000,Variant 2,Purchasing Agent
327,Send invoice,Karen Clarens,2011/02/26 10:40:00.000,2011/02/26 10:40:00.000,Variant 2,Supplier
327,Release Supplier's Invoice,Pedro Alvares,2011/02/27 01:01:00.000,2011/02/27 01:06:00.000,Variant 2,Financial Manager
327,Authorize Supplier's Invoice payment,Karalda Nimwada,2011/02/27 01:06:00.000,2011/02/27 01:06:00.000,Variant 2,Financial Manager
327,Pay invoice,Pedro Alvares,2011/02/27 01:34:00.000,2011/02/27 01:38:00.000,Variant 2,Financial Manager
327,End,End,2011/02/27 01:38:00.000,2011/02/27 01:38:00.000,Variant 2,End
326,Create Purchase Requisition,Elvira Lores,2011/02/14 09:17:00.000,2011/02/14 09:51:00.000,Variant 59,Requester
326,Create Request for Quotation Requester,Esmana Liubiata,2011/02/14 12:44:00.000,2011/02/14 12:53:00.000,Variant 59,Requester
326,Analyze Request for Quotation,Karel de Groot,2011/02/14 14:07:00.000,2011/02/14 14:29:00.000,Variant 59,Purchasing Agent
326,Amend Request for Quotation Requester Manager,Maris Freeman,2011/02/15 06:28:00.000,2011/02/15 06:46:00.000,Variant 59,Requester Manager
326,Analyze Request for Quotation,Karel de Groot,2011/02/15 13:03:00.000,2011/02/15 13:12:00.000,Variant 59,Purchasing Agent
326,Send Request for Quotation to Supplier,Magdalena Predutta,2011/02/15 20:38:00.000,2011/02/15 21:03:00.000,Variant 59,Purchasing Agent
326,Create Quotation comparison Map,Magdalena Predutta,2011/02/16 22:56:00.000,2011/02/17 01:17:00.000,Variant 59,Purchasing Agent
326,Analyze Quotation comparison Map,Anna Kaufmann,2011/02/17 08:11:00.000,2011/02/17 08:30:00.000,Variant 59,Requester
326,Choose best option,Immanuel Karagianni,2011/02/17 08:30:00.000,2011/02/17 08:30:00.000,Variant 59,Requester
326,Settle conditions with supplier,Magdalena Predutta,2011/02/18 01:19:00.000,2011/02/18 07:49:00.000,Variant 59,Purchasing Agent
326,Create Purchase Order,Magdalena Predutta,2011/02/18 17:58:00.000,2011/02/18 18:09:00.000,Variant 59,Purchasing Agent
326,Confirm Purchase Order,Carmen Finacse,2011/02/20 03:18:00.000,2011/02/20 03:53:00.000,Variant 59,Supplier
326,Deliver Goods Services,Karen Clarens,2011/02/25 12:22:00.000,2011/02/26 04:48:00.000,Variant 59,Supplier
326,Release Purchase Order,Tesca Lobes,2011/02/26 12:40:00.000,2011/02/26 12:41:00.000,Variant 59,Requester
326,Approve Purchase Order for payment,Francois de Perrier,2011/02/26 20:16:00.000,2011/02/26 20:17:00.000,Variant 59,Purchasing Agent
326,Send invoice,Karen Clarens,2011/02/27 13:37:00.000,2011/02/27 13:37:00.000,Variant 59,Supplier
326,Release Supplier's Invoice,Pedro Alvares,2011/02/28 04:06:00.000,2011/02/28 04:12:00.000,Variant 59,Financial Manager
326,Settle dispute with supplier Financial Manager,Pedro Alvares,2011/02/28 04:18:00.000,2011/02/28 04:35:00.000,Variant 59,Financial Manager
326,Authorize Supplier's Invoice payment,Pedro Alvares,2011/02/28 04:39:00.000,2011/02/28 04:39:00.000,Variant 59,Financial Manager
326,Pay invoice,Pedro Alvares,2011/02/28 05:42:00.000,2011/02/28 05:51:00.000,Variant 59,Financial Manager
326,End,End,2011/02/28 05:51:00.000,2011/02/28 05:51:00.000,Variant 59,End
325,Create Purchase Requisition,Alberto Duport,2011/02/14 09:12:00.000,2011/02/14 09:26:00.000,Variant 2,Requester
325,Create Request for Quotation Requester,Immanuel Karagianni,2011/02/14 17:16:00.000,2011/02/14 17:27:00.000,Variant 2,Requester
325,Analyze Request for Quotation,Karel de Groot,2011/02/15 05:40:00.000,2011/02/15 05:54:00.000,Variant 2,Purchasing Agent
325,Send Request for Quotation to Supplier,Francois de Perrier,2011/02/15 21:41:00.000,2011/02/15 21:56:00.000,Variant 2,Purchasing Agent
325,Create Quotation comparison Map,Francois de Perrier,2011/02/17 05:05:00.000,2011/02/17 07:22:00.000,Variant 2,Purchasing Agent
325,Analyze Quotation comparison Map,Nico Ojenbeer,2011/02/17 14:10:00.000,2011/02/17 14:26:00.000,Variant 2,Requester
325,Choose best option,Immanuel Karagianni,2011/02/17 14:26:00.000,2011/02/17 14:26:00.000,Variant 2,Requester
325,Settle conditions with supplier,Magdalena Predutta,2011/02/18 08:40:00.000,2011/02/18 15:05:00.000,Variant 2,Purchasing Agent
325,Create Purchase Order,Francois de Perrier,2011/02/18 20:18:00.000,2011/02/18 20:25:00.000,Variant 2,Purchasing Agent
325,Confirm Purchase Order,Carmen Finacse,2011/02/20 02:02:00.000,2011/02/20 02:22:00.000,Variant 2,Supplier
325,Deliver Goods Services,Karen Clarens,2011/02/22 17:53:00.000,2011/02/23 14:32:00.000,Variant 2,Supplier
325,Release Purchase Order,Kim Passa,2011/02/23 22:00:00.000,2011/02/23 22:01:00.000,Variant 2,Requester
325,Approve Purchase Order for payment,Magdalena Predutta,2011/02/24 04:27:00.000,2011/02/24 04:28:00.000,Variant 2,Purchasing Agent
325,Send invoice,Kiu Kan,2011/02/25 09:25:00.000,2011/02/25 09:25:00.000,Variant 2,Supplier
325,Release Supplier's Invoice,Pedro Alvares,2011/02/25 23:48:00.000,2011/02/25 23:51:00.000,Variant 2,Financial Manager
325,Authorize Supplier's Invoice payment,Karalda Nimwada,2011/02/25 23:52:00.000,2011/02/25 23:52:00.000,Variant 2,Financial Manager
325,Pay invoice,Pedro Alvares,2011/02/26 00:36:00.000,2011/02/26 00:49:00.000,Variant 2,Financial Manager
325,End,End,2011/02/26 00:49:00.000,2011/02/26 00:49:00.000,Variant 2,End
1198,Create Purchase Requisition,Penn Osterwalder,2011/06/21 15:53:00.000,2011/06/21 16:02:00.000,Variant 34,Requester
1198,Create Request for Quotation Requester,Penn Osterwalder,2011/06/21 22:40:00.000,2011/06/21 22:51:00.000,Variant 34,Requester
1198,Analyze Request for Quotation,Karel de Groot,2011/07/26 19:21:00.000,2011/07/26 19:48:00.000,Variant 34,Purchasing Agent
1198,Amend Request for Quotation Requester,Miu Hanwan,2011/07/26 20:35:00.000,2011/07/26 20:49:00.000,Variant 34,Requester Manager
1198,Analyze Request for Quotation,Francois de Perrier,2011/07/27 14:06:00.000,2011/07/27 14:29:00.000,Variant 34,Purchasing Agent
1198,Amend Request for Quotation Requester,Immanuel Karagianni,2011/07/27 15:11:00.000,2011/07/27 15:25:00.000,Variant 34,Requester Manager
1198,Analyze Request for Quotation,Karel de Groot,2011/07/29 12:53:00.000,2011/07/29 13:14:00.000,Variant 34,Purchasing Agent
1198,Amend Request for Quotation Requester,Clement Duchot,2011/07/29 13:59:00.000,2011/07/29 14:07:00.000,Variant 34,Requester Manager
1198,Analyze Request for Quotation,Magdalena Predutta,2011/08/22 20:36:00.000,2011/08/22 20:55:00.000,Variant 34,Purchasing Agent
1198,Send Request for Quotation to Supplier,Francois de Perrier,2011/08/23 10:33:00.000,2011/08/23 10:44:00.000,Variant 34,Purchasing Agent
1198,Create Quotation comparison Map,Magdalena Predutta,2011/08/23 11:48:00.000,2011/08/23 15:58:00.000,Variant 34,Purchasing Agent
1198,Analyze Quotation comparison Map,Esmana Liubiata,2011/08/23 22:07:00.000,2011/08/23 22:27:00.000,Variant 34,Requester
1198,Choose best option,Elvira Lores,2011/08/23 22:27:00.000,2011/08/23 22:27:00.000,Variant 34,Requester
1198,Settle conditions with supplier,Karel de Groot,2011/08/24 16:40:00.000,2011/08/25 03:51:00.000,Variant 34,Purchasing Agent
1198,Create Purchase Order,Francois de Perrier,2011/08/26 13:14:00.000,2011/08/26 13:23:00.000,Variant 34,Purchasing Agent
1198,Confirm Purchase Order,Kiu Kan,2011/08/31 20:07:00.000,2011/08/31 20:40:00.000,Variant 34,Supplier
1198,Deliver Goods Services,Esmeralda Clay,2011/09/12 02:35:00.000,2011/09/13 08:12:00.000,Variant 34,Supplier
1198,Release Purchase Order,Nico Ojenbeer,2011/09/13 15:47:00.000,2011/09/13 15:48:00.000,Variant 34,Requester
1198,Approve Purchase Order for payment,Magdalena Predutta,2011/09/14 05:22:00.000,2011/09/14 05:23:00.000,Variant 34,Purchasing Agent
1198,Send invoice,Sean Manney,2011/09/14 17:09:00.000,2011/09/14 17:09:00.000,Variant 34,Supplier
1198,Release Supplier's Invoice,Karalda Nimwada,2011/09/15 07:38:00.000,2011/09/15 07:41:00.000,Variant 34,Financial Manager
1198,Settle dispute with supplier Financial Manager,Pedro Alvares,2011/09/15 08:11:00.000,2011/09/15 08:43:00.000,Variant 34,Financial Manager
1198,Authorize Supplier's Invoice payment,Karalda Nimwada,2011/09/15 08:43:00.000,2011/09/15 08:43:00.000,Variant 34,Financial Manager
1198,Pay invoice,Pedro Alvares,2011/09/15 09:42:00.000,2011/09/15 09:57:00.000,Variant 34,Financial Manager
1198,End,End,2011/09/15 09:57:00.000,2011/09/15 09:57:00.000,Variant 34,End
1197,Create Purchase Requisition,Nico Ojenbeer,2011/06/21 12:55:00.000,2011/06/21 13:29:00.000,Variant 3,Requester
1197,Analyze Purchase Requisition,Heinz Gutschmidt,2011/06/22 02:29:00.000,2011/06/22 02:33:00.000,Variant 3,Requester Manager
1197,End,End,2011/06/22 02:33:00.000,2011/06/22 02:33:00.000,Variant 3,End
1192,Create Purchase Requisition,Immanuel Karagianni,2011/06/21 05:56:00.000,2011/06/21 06:26:00.000,Variant 60,Requester
1192,Analyze Purchase Requisition,Francis Odell,2011/06/22 02:14:00.000,2011/06/22 02:18:00.000,Variant 60,Requester Manager
1192,Amend Purchase Requisition,Kim Passa,2011/06/22 14:01:00.000,2011/06/22 14:25:00.000,Variant 60,Requester
1192,Analyze Purchase Requisition,Heinz Gutschmidt,2011/06/23 14:46:00.000,2011/06/23 14:54:00.000,Variant 60,Requester Manager
1192,End,End,2011/06/23 14:54:00.000,2011/06/23 14:54:00.000,Variant 60,End
1191,Create Purchase Requisition,Christian Francois,2011/06/21 05:52:00.000,2011/06/21 06:35:00.000,Variant 11,Requester
1191,Analyze Purchase Requisition,Maris Freeman,2011/06/22 06:34:00.000,2011/06/22 06:39:00.000,Variant 11,Requester Manager
1191,Create Request for Quotation Requester Manager,Francis Odell,2011/06/22 06:46:00.000,2011/06/22 06:48:00.000,Variant 11,Requester Manager
1191,Analyze Request for Quotation,Francois de Perrier,2011/07/01 22:20:00.000,2011/07/01 22:41:00.000,Variant 11,Purchasing Agent
1191,Amend Request for Quotation Requester,Elvira Lores,2011/07/01 23:31:00.000,2011/07/01 23:36:00.000,Variant 11,Requester Manager
1191,Analyze Request for Quotation,Karel de Groot,2011/07/05 09:59:00.000,2011/07/05 10:19:00.000,Variant 11,Purchasing Agent
1191,Amend Request for Quotation Requester,Elvira Lores,2011/07/05 11:04:00.000,2011/07/05 11:13:00.000,Variant 11,Requester Manager
1191,Analyze Request for Quotation,Magdalena Predutta,2011/08/27 22:26:00.000,2011/08/27 22:46:00.000,Variant 11,Purchasing Agent
1191,Send Request for Quotation to Supplier,Francois de Perrier,2011/08/28 07:10:00.000,2011/08/28 07:41:00.000,Variant 11,Purchasing Agent
1191,Create Quotation comparison Map,Francois de Perrier,2011/08/28 16:58:00.000,2011/08/28 19:05:00.000,Variant 11,Purchasing Agent
1191,Analyze Quotation comparison Map,Miu Hanwan,2011/08/29 01:59:00.000,2011/08/29 02:21:00.000,Variant 11,Requester
1191,Choose best option,Anne Olwada,2011/08/29 02:21:00.000,2011/08/29 02:21:00.000,Variant 11,Requester
1191,Settle conditions with supplier,Karel de Groot,2011/08/29 11:05:00.000,2011/08/29 16:04:00.000,Variant 11,Purchasing Agent
1191,Create Purchase Order,Francois de Perrier,2011/08/30 03:36:00.000,2011/08/30 03:47:00.000,Variant 11,Purchasing Agent
1191,Confirm Purchase Order,Esmeralda Clay,2011/08/30 22:29:00.000,2011/08/30 22:45:00.000,Variant 11,Supplier
1191,Deliver Goods Services,Esmeralda Clay,2011/09/03 16:32:00.000,2011/09/05 05:57:00.000,Variant 11,Supplier
1191,Release Purchase Order,Immanuel Karagianni,2011/09/05 13:27:00.000,2011/09/05 13:28:00.000,Variant 11,Requester
1191,Approve Purchase Order for payment,Francois de Perrier,2011/09/06 17:33:00.000,2011/09/06 17:34:00.000,Variant 11,Purchasing Agent
1191,Send invoice,Esmeralda Clay,2011/09/17 15:09:00.000,2011/09/17 15:09:00.000,Variant 11,Supplier
1191,Release Supplier's Invoice,Pedro Alvares,2011/09/18 05:20:00.000,2011/09/18 05:26:00.000,Variant 11,Financial Manager
1191,Authorize Supplier's Invoice payment,Pedro Alvares,2011/09/18 05:26:00.000,2011/09/18 05:26:00.000,Variant 11,Financial Manager
1191,Pay invoice,Pedro Alvares,2011/09/18 05:32:00.000,2011/09/18 05:41:00.000,Variant 11,Financial Manager
1191,End,End,2011/09/18 05:41:00.000,2011/09/18 05:41:00.000,Variant 11,End
819,Create Purchase Requisition,Penn Osterwalder,2011/05/01 11:52:00.000,2011/05/01 12:43:00.000,Variant 9,Requester
819,Create Request for Quotation Requester,Immanuel Karagianni,2011/05/01 13:03:00.000,2011/05/01 13:14:00.000,Variant 9,Requester
819,Analyze Request for Quotation,Francois de Perrier,2011/05/02 14:51:00.000,2011/05/02 15:24:00.000,Variant 9,Purchasing Agent
